start,end,movie,scaled_start,scaled_end,cmd_filename,imdbid,movie_title,cmd_clip_idx,duration,num_words,num_string
3265.622,3270.445,7212,10.119999999999896,14.943000000000218,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,4.823000000000322,18,105
3270.926,3272.687,7212,15.304499999999967,17.30449999999997,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2,7,33
3277.588,3280.45,7212,22.08600000000025,24.94799999999988,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2.861999999999629,12,66
3280.931,3283.933,7212,25.42900000000009,28.43100000000005,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,3.0019999999999563,13,58
3284.354,3289.098,7212,28.85199999999988,33.59600000000002,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,4.744000000000138,20,104
3289.718,3291.84,7212,34.21599999999991,36.33800000000021,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2.1220000000002983,7,38
3292.341,3296.324,7212,36.83899999999996,40.82200000000014,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,3.983000000000175,17,84
3296.924,3300.668,7212,41.42200000000005,45.16600000000019,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,3.744000000000142,14,85
3301.228,3304.031,7212,45.72600000000013,48.52900000000002,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2.8029999999998907,10,62
3304.611,3307.413,7212,49.108999999999945,51.91100000000008,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2.8020000000001346,11,62
3307.994,3311.016,7212,52.49200000000021,55.51400000000015,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,3.0219999999999416,11,66
3311.497,3312.898,7212,55.69550000000006,57.69550000000006,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2,6,31
3313.378,3317.122,7212,57.87600000000023,61.61999999999992,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,3.743999999999687,15,82
3317.382,3318.002,7212,61.19000000000008,63.19000000000008,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2,2,10
3324.107,3325.389,7212,68.24600000000012,70.24600000000012,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2,4,26
3328.551,3330.173,7212,72.85999999999993,74.85999999999993,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2,7,36
3334.683,3339.624,7212,79.18100000000007,84.12199999999989,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,4.940999999999818,18,107
3340.124,3341.964,7212,84.54199999999996,86.54199999999996,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2,7,39
3347.525,3350.746,7212,92.02300000000018,95.24400000000018,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,3.221000000000004,12,69
3351.266,3353.186,7212,95.724,97.724,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2,8,43
3353.787,3356.527,7212,98.285,101.02500000000012,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2.7400000000002223,13,61
3357.007,3359.388,7212,101.50500000000017,103.886,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2.3809999999998297,9,50
3366.726,3368.84,7212,111.2240000000002,113.33800000000024,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2.1140000000000327,9,49
3371.241,3373.222,7212,115.7295000000002,117.7295000000002,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2,8,42
3374.002,3375.102,7212,118.05,120.05,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2,5,23
3375.642,3377.623,7212,120.13050000000004,122.13050000000004,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2,8,43
3379.303,3381.424,7212,123.801,125.92200000000008,2014/-nboVp_nTkg,tt0042208,The Asphalt Jungle,3,2.1210000000000804,9,52
3603.379,3608.42,7212,5.543999999999872,10.585000000000042,2014/cUEc9ZF3G3M,tt0042208,The Asphalt Jungle,4,5.041,19,101
3609.041,3612.081,7212,11.206000000000138,14.246000000000102,2014/cUEc9ZF3G3M,tt0042208,The Asphalt Jungle,4,3.039999999999964,12,60
3631.105,3631.925,7212,32.680000000000085,34.680000000000085,2014/cUEc9ZF3G3M,tt0042208,The Asphalt Jungle,4,2,2,16
3717.616,3718.676,7212,119.311,121.311,2014/cUEc9ZF3G3M,tt0042208,The Asphalt Jungle,4,2,3,18
3723.527,3727.948,7212,125.69200000000008,130.11299999999991,2014/cUEc9ZF3G3M,tt0042208,The Asphalt Jungle,4,4.420999999999836,12,84
3728.388,3730.448,7212,130.55299999999997,132.61299999999991,2014/cUEc9ZF3G3M,tt0042208,The Asphalt Jungle,4,2.059999999999945,6,40
3746.511,3747.911,7212,148.37600000000006,150.37600000000006,2014/cUEc9ZF3G3M,tt0042208,The Asphalt Jungle,4,2,5,32
3750.811,3751.952,7212,152.54650000000024,154.54650000000024,2014/cUEc9ZF3G3M,tt0042208,The Asphalt Jungle,4,2,4,20
3769.399,3771,7212,171.3645,173.3645,2014/cUEc9ZF3G3M,tt0042208,The Asphalt Jungle,4,2,4,26
4476.144,4482.129,7212,2.5541782279410024,8.536415408311319,2014/EkRzpc98bwc,tt0042208,The Asphalt Jungle,5,5.9822371803703165,20,125
4482.55,4484.611,7212,8.957221064608344,11.017269657547704,2014/EkRzpc98bwc,tt0042208,The Asphalt Jungle,5,2.060048593,7,42
4496.149,4498.51,7212,22.549943439856687,24.909853545596764,2014/EkRzpc98bwc,tt0042208,The Asphalt Jungle,5,2.3599101057400773,9,49
4509.773,4511.534,7212,36.04774781457404,38.04774781457404,2014/EkRzpc98bwc,tt0042208,The Asphalt Jungle,5,2,8,38
4524.163,4524.963,7212,49.950826855570526,51.950826855570526,2014/EkRzpc98bwc,tt0042208,The Asphalt Jungle,5,2,3,16
4689.461,4691.822,7212,0.4710000000004585,2.832000000000335,2014/GllksI139DM,tt0042208,The Asphalt Jungle,6,2.3609999999998768,9,52
4692.323,4696.305,7212,3.333,7.315000000000511,2014/GllksI139DM,tt0042208,The Asphalt Jungle,6,3.9819999999999713,15,78
4696.806,4698.947,7212,7.815999999999805,9.957000000000336,2014/GllksI139DM,tt0042208,The Asphalt Jungle,6,2.141000000000531,8,46
4725.672,4727.492,7212,36.59200000000011,38.59200000000011,2014/GllksI139DM,tt0042208,The Asphalt Jungle,6,2,7,36
4731.891,4733.852,7212,42.88149999999997,44.88149999999997,2014/GllksI139DM,tt0042208,The Asphalt Jungle,6,2,8,45
4734.372,4736.793,7212,45.38200000000053,47.80299999999989,2014/GllksI139DM,tt0042208,The Asphalt Jungle,6,2.421,10,54
4737.294,4740.255,7212,48.304,51.26500000000034,2014/GllksI139DM,tt0042208,The Asphalt Jungle,6,2.961,13,70
4740.715,4743.516,7212,51.72500000000038,54.525999999999854,2014/GllksI139DM,tt0042208,The Asphalt Jungle,6,2.800999999999476,11,57
4743.956,4745.357,7212,54.66650000000028,56.66650000000028,2014/GllksI139DM,tt0042208,The Asphalt Jungle,6,2,7,36
4745.837,4747.798,7212,56.82750000000034,58.82750000000034,2014/GllksI139DM,tt0042208,The Asphalt Jungle,6,2,6,38
4748.418,4751.119,7212,59.428,62.12899999999992,2014/GllksI139DM,tt0042208,The Asphalt Jungle,6,2.701000000000022,11,56
4751.62,4754.561,7212,62.63000000000012,65.57099999999993,2014/GllksI139DM,tt0042208,The Asphalt Jungle,6,2.9409999999998035,11,58
5124.679,5126.601,7212,40.42999999999984,42.42999999999984,2014/2RA-7QUYrHA,tt0042208,The Asphalt Jungle,7,2,8,48
5130.223,5132.805,7212,46.01299999999992,48.595000000000255,2014/2RA-7QUYrHA,tt0042208,The Asphalt Jungle,7,2.5820000000003347,10,58
5133.666,5137.649,7212,49.45600000000013,53.43900000000031,2014/2RA-7QUYrHA,tt0042208,The Asphalt Jungle,7,3.9830000000001817,16,88
5137.909,5140.912,7212,53.698999999999614,56.70200000000023,2014/2RA-7QUYrHA,tt0042208,The Asphalt Jungle,7,3.0030000000006183,10,61
5141.332,5144.414,7212,57.122,60.20399999999972,2014/2RA-7QUYrHA,tt0042208,The Asphalt Jungle,7,3.081999999999425,14,72
5150.759,5153.842,7212,66.54899999999998,69.632,2014/2RA-7QUYrHA,tt0042208,The Asphalt Jungle,7,3.082999999999629,12,65
5159.806,5162.128,7212,75.59599999999955,77.91799999999967,2014/2RA-7QUYrHA,tt0042208,The Asphalt Jungle,7,2.3220000000001164,10,52
5396.843,5398.824,7212,4.005398264137246,6.005398264137246,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2,7,44
5428.896,5430.537,7212,35.87279082287536,37.87279082287536,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2,7,35
5431.977,5432.718,7212,38.50250288955776,40.50250288955776,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2,4,20
5436.879,5438.42,7212,43.80190744202874,45.80190744202874,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2,5,32
5446.203,5448.904,7212,53.35122031256095,56.05089811267862,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2.6996778001176693,11,59
5449.464,5451.785,7212,56.61062398,58.93048779877167,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2.3198638186126743,9,51
5459.198,5461.838,7212,66.33985897,68.97856663053116,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2.6387076609807565,10,55
5469.62,5471.98,7212,76.75675716756038,79.11560189480095,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2.358844727240566,7,41
5472.36,5473.781,7212,79.20556807067247,81.20556807067247,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2,4,26
5476.581,5478.602,7212,83.7143496,85.73436027776276,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2.020010675319156,7,44
5490.601,5494.122,7212,97.72748649901828,101.2467629,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,3.5192763917867182,13,70
5494.722,5497.563,7212,101.84646917739111,104.68607844437932,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2.839609266988205,9,52
5498.283,5500.864,7212,105.4057259882836,107.98546253108312,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2.579736542799509,12,57
5501.604,5504.345,7212,108.7251002845407,111.46475850376412,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2.739658219223415,11,51
5505.245,5508.587,7212,112.36431793364376,115.70468194993204,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,3.3403640162882766,16,71
5509.347,5514.749,7212,116.46430991294112,121.86366551317649,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,5.399355600235367,23,118
5515.489,5518.47,7212,122.60330326663312,125.5828440004919,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2.979540733858784,12,63
5518.73,5521.211,7212,125.84271672467878,128.32250221971532,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2.4797854950365377,6,34
5525.512,5528.413,7212,132.62139678406356,135.52097667970992,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2.8995798956463545,12,64
5529.213,5531.814,7212,136.32058506182568,138.92031181417943,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,2.599726752353746,11,56
5538.922,5542.984,7212,146.02483228927542,150.08484384946797,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,4.0600115601925495,15,76
5543.744,5547.506,7212,150.84447181247705,154.60463022937608,2014/Mlv16s4DxwI,tt0042208,The Asphalt Jungle,8,3.760158416899032,14,76
5996.47,5998.312,7212,35.09689829879743,37.09689829879743,2014/3SYMh5owQcA,tt0042208,The Asphalt Jungle,9,2,10,47
6007.015,6011.219,7212,45.71600400292451,49.917866054061925,2014/3SYMh5owQcA,tt0042208,The Asphalt Jungle,9,4.201862051137418,18,92
6014.49,6017.594,7212,53.187202583384064,56.28962404074194,2014/3SYMh5owQcA,tt0042208,The Asphalt Jungle,9,3.102421457357877,12,60
6018.215,6021.219,7212,56.91030823050334,59.91278054297175,2014/3SYMh5owQcA,tt0042208,The Asphalt Jungle,9,3.002472312468413,14,67
6021.799,6025.284,7212,60.49248558332845,63.97571328,2014/3SYMh5owQcA,tt0042208,The Asphalt Jungle,9,3.4832276993847486,13,70
6026.024,6028.968,7212,64.71533695489322,67.65783978042778,2014/3SYMh5owQcA,tt0042208,The Asphalt Jungle,9,2.942502825534561,10,55
6029.529,6033.974,7212,68.21855448325623,72.66129397357635,2014/3SYMh5owQcA,tt0042208,The Asphalt Jungle,9,4.442739490320122,17,91
6066.536,6068.377,7212,105.12676641106876,107.12676641106876,2014/3SYMh5owQcA,tt0042208,The Asphalt Jungle,9,2,6,34
6075.102,6077.184,7212,113.76837828356442,115.84931948015576,2014/3SYMh5owQcA,tt0042208,The Asphalt Jungle,9,2.080941197,10,46
6077.404,6078.705,7212,115.71937678641537,117.71937678641537,2014/3SYMh5owQcA,tt0042208,The Asphalt Jungle,9,2,5,27
6082.868,6086.291,7212,121.53042887565232,124.95168810520592,2014/3SYMh5owQcA,tt0042208,The Asphalt Jungle,9,3.4212592295535984,11,55
6454.442,6456.343,7212,32.034204378722976,34.034204378722976,2014/p2fHtpp_umI,tt0042208,The Asphalt Jungle,10,2,8,41
6504.73,6506.19,7212,82.07870377195823,84.07870377195823,2014/p2fHtpp_umI,tt0042208,The Asphalt Jungle,10,2,6,34
6518.614,6519.554,7212,95.69644501594794,97.69644501594794,2014/p2fHtpp_umI,tt0042208,The Asphalt Jungle,10,2,5,20
960.149,961.39,4077,35.15706925108091,37.15706925108091,2017/LWIAWDjHhx4,tt0046912,Dial M for Murder,1,2,3,21
1017.913,1020.114,4077,95.76611912313548,98.06208487196768,2017/LWIAWDjHhx4,tt0046912,Dial M for Murder,1,2.2959657488322023,7,41
1025.144,1028.106,4077,103.3091124578949,106.3989128,2017/LWIAWDjHhx4,tt0046912,Dial M for Murder,1,3.089800339864098,12,59
1054.324,1055.584,4077,133.40531371763484,135.40531371763484,2017/LWIAWDjHhx4,tt0046912,Dial M for Murder,1,2,5,26
1360.819,1362.88,4077,78.52078703237092,80.66969880797743,2017/Igs1WM2pA54,tt0046912,Dial M for Murder,2,2.148911775606507,8,44
1575.123,1576.863,4077,37.941768557608654,39.941768557608654,2017/jPRiyRmsLBo,tt0046912,Dial M for Murder,3,2,9,42
2382.359,2385.16,4077,3.022617652,5.943275943355208,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2.920658291491678,12,61
2391.182,2393.263,4077,12.22253486208535,14.392434863725732,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2.169900001640382,8,42
2410.499,2411.539,4077,31.90696847,33.90696847,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2,4,21
2414.482,2419.105,4077,36.51790729755779,41.33840115,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,4.820493852754908,14,88
2422.143,2426.726,4077,44.50618404554724,49.28496910442156,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,4.778785059,18,99
2430.128,2432.949,4077,52.83230202396995,55.77381471240193,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2.9415126884319776,10,55
2433.47,2435.311,4077,56.27689537187536,58.27689537187536,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2,7,36
2435.851,2437.752,4077,58.79089292303094,60.79089292303094,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2,4,30
2440.213,2442.695,4077,63.34813168112611,65.93616234141973,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2.5880306602936187,8,57
2446.296,2448.578,4077,69.69099651,72.07048320141453,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2.379486691,9,51
2449.038,2450.919,4077,72.53081234716038,74.53081234716038,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2,9,43
2500.463,2502.224,4077,126.09011728913624,128.09011728913623,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2,6,36
2507.186,2509.207,4077,133.18220799532705,135.28954480614607,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2.107336810819021,7,41
2513.934,2516.376,4077,140.2184815229909,142.76480338940394,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2.546321866413024,11,55
2517.957,2520.299,4077,144.41334346753587,146.85539334924738,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2.442049881711512,11,53
2522.14,2524.943,4077,148.77504058760368,151.6977843187898,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2.9227437311861024,12,66
2525.483,2528.185,4077,152.2608530361784,155.07828206281533,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2.817429026636944,8,49
2531.348,2534.19,4077,158.37640493892687,161.3398147441464,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2.963409805219527,12,67
2535.351,2539.074,4077,162.5504125,166.43245847697244,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,3.882045990440446,13,79
2539.334,2541.136,4077,166.6430562193578,168.6430562193578,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2,7,43
2544.185,2547.306,4077,171.76179961507094,175.0161282576079,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,3.254328642536961,12,62
2547.906,2549.907,4077,175.6417601658174,177.7282425796966,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,2.086482413879196,7,42
2550.267,2553.488,4077,178.1036217,181.46222235186048,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,3.3586006272384736,14,77
2553.908,2558.709,4077,181.9001646876073,186.90626267313087,2017/8HiCEPL6oa8,tt0046912,Dial M for Murder,4,5.006097985523581,18,103
3426.226,3428.427,4077,10.830138428664313,13.125322171350907,2017/Oh0635HLx5s,tt0046912,Dial M for Murder,6,2.295183742686594,7,40
3438.354,3440.795,4077,23.47711181862436,26.022565483276114,2017/Oh0635HLx5s,tt0046912,Dial M for Murder,6,2.545453664651756,9,48
3521.482,3524.163,4077,110.1622704565388,112.95799404315524,2017/Oh0635HLx5s,tt0046912,Dial M for Murder,6,2.7957235866164325,9,52
3868.42,3870.061,4077,18.678199210357988,20.678199210357988,2017/DaWi5EoJVGA,tt0046912,Dial M for Murder,7,2,5,32
3902.478,3904.019,4077,54.14184332984815,56.14184332984815,2017/DaWi5EoJVGA,tt0046912,Dial M for Murder,7,2,6,33
3905.32,3906.32,4077,56.82341122132304,58.82341122132304,2017/DaWi5EoJVGA,tt0046912,Dial M for Murder,7,2,2,15
3998.176,3999.516,4077,153.83120226636254,155.83120226636254,2017/DaWi5EoJVGA,tt0046912,Dial M for Murder,7,2,7,32
4140.289,4142.391,4077,12.324655284735943,14.516687347866974,2017/9MSGSOjdViQ,tt0046912,Dial M for Murder,8,2.1920320631310304,6,39
4149.154,4150.135,4077,21.08086649626065,23.08086649626065,2017/9MSGSOjdViQ,tt0046912,Dial M for Murder,8,2,5,26
4172.161,4174.902,4077,45.56178464540072,48.420186113070805,2017/9MSGSOjdViQ,tt0046912,Dial M for Murder,8,2.8584014676700846,10,53
5890.851,5891.751,4077,0.1282751454567283,2.1282751454567284,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,2,6,27
5892.612,5894.513,4077,2.486436738325541,4.4864367383255415,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,2,7,40
5895.313,5898.315,4077,5.311757042688562,8.442069269878823,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,3.1303122271902613,13,65
5944.048,5946.67,4077,56.12980047777913,58.86387065089544,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,2.734070173116315,12,63
5948.571,5950.433,4077,60.81691669600002,62.81691669600002,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,2,9,45
5952.975,5955.096,4077,65.43836052179445,67.65001682887943,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,2.2116563070849797,11,49
5958.558,5961.2,4077,71.25999048995067,74.01491551,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,2.7549250180671265,9,49
5964.159,5966.26,4077,77.10038982,79.29119128069821,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,2.190801462135113,8,44
5968.641,5971.843,4077,81.77396057215039,85.11282124885444,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,3.3388606767040585,9,54
5972.764,5974.024,4077,85.73011447,87.73011447,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,2,5,26
5975.425,5976.866,4077,88.59921976900404,90.59921976900404,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,2,4,27
5978.307,5979.968,4077,91.71910457,93.71910457,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,2,6,34
5982.149,5984.211,4077,95.85932285,98.00945736674149,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,2.150134514,4,29
5985.711,5991.835,4077,99.57357074,105.95932426217848,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,6.385753524089182,22,113
6001.093,6002.314,4077,115.24962613227588,117.24962613227588,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,2,7,28
6003.615,6006.858,4077,118.24282793849648,121.6244410473509,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,3.381613108854424,12,66
6018.227,6019.328,4077,133.05340726720448,135.05340726720448,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,2,5,28
6022.999,6029.303,4077,138.4553436653007,145.0287907939519,2017/JY4UoItJ_lA,tt0046912,Dial M for Murder,10,6.573447128651225,18,98
1006.132,1007.153,4727,-0.431401405,1.5685985945425815,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,2,4,24
1019.72,1020.541,4727,13.089209468105302,15.089209468105302,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,2,3,15
1023.882,1025.322,4727,17.571520523942624,19.571520523942624,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,2,6,29
1029.623,1030.604,4727,23.09634605994814,25.09634605994814,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,2,4,21
1030.864,1031.824,4727,24.329821125185305,26.329821125185305,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,2,5,20
1036.092,1038.334,4727,30.089300694259755,32.33672133323714,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,2.2474206389773883,8,44
1038.794,1042.357,4727,32.79783350715761,36.36944801950207,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,3.5716145123444605,13,72
1042.957,1046.199,4727,36.97089868113756,40.22073709,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,3.2498384083696408,12,64
1046.74,1053.204,4727,40.76304510274834,47.24267356409978,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,6.479628461351439,24,115
1059.569,1061.67,4727,53.62306266628146,55.729142399774695,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,2.106079733493232,8,46
1065.833,1067.234,4727,59.60440122121384,61.60440122121384,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,2,6,30
1071.176,1072.496,4727,64.91972144341625,66.91972144341625,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,2,5,28
1084.922,1086.602,4727,78.87939129997275,80.87939129997275,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,2,7,36
1094.159,1098.883,4727,88.29669330955953,93.03211485216843,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,4.735421542608904,18,104
1099.143,1100.224,4727,92.83455027656689,94.83455027656689,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,2,5,24
1105.509,1106.79,4727,99.31618357345718,101.31618357345718,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,2,3,26
1117.98,1119.121,4727,111.74716633169052,113.74716633169052,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,2,4,23
1121.952,1125.997,4727,116.15689037427822,120.21167025146994,2012/fCQb93-RrZo,tt0050468,Gunfight at the O.K. Corral,1,4.054779877,17,82
1303.756,1308.96,4727,6.101241533801528,11.31556092958721,2012/BIt9IYPOY2g,tt0050468,Gunfight at the O.K. Corral,2,5.214319395785682,17,90
1312.282,1313.964,4727,14.486816049620929,16.486816049620927,2012/BIt9IYPOY2g,tt0050468,Gunfight at the O.K. Corral,2,2,5,31
1314.384,1316.926,4727,16.750316579614438,19.29735729907772,2012/BIt9IYPOY2g,tt0050468,Gunfight at the O.K. Corral,2,2.547040719463279,11,57
1317.406,1319.708,4727,19.77830912651377,22.08487393225925,2012/BIt9IYPOY2g,tt0050468,Gunfight at the O.K. Corral,2,2.306564805745481,12,54
1320.149,1322.391,4727,22.52674842371591,24.77319425103194,2012/BIt9IYPOY2g,tt0050468,Gunfight at the O.K. Corral,2,2.246445827316027,9,48
1322.831,1327.074,4727,25.21406676,29.46548052,2012/BIt9IYPOY2g,tt0050468,Gunfight at the O.K. Corral,2,4.251413757939996,19,94
