movie,sentence,movie_duration,start,end,imdb,lsmdc_filename,start_hms,end_hms
1005_Signs,Two large Alsatians pace around uneasily in the center.,6391.2,298.112,301.314,tt0286106,1005_Signs_00.04.58.112-00.05.01.314,00.04.58.112,00.05.01.314
1005_Signs,"An aerial view shows Graham and his family standing in the circle, which is about 100 yards in diameter.",6391.2,302.225,311.072,tt0286106,1005_Signs_00.05.02.225-00.05.11.072,00.05.02.225,00.05.11.072
1005_Signs,Another crop circle lies beside it.,6391.2,313.892,318.709,tt0286106,1005_Signs_00.05.13.892-00.05.18.709,00.05.13.892,00.05.18.709
1005_Signs,"It's the same size, but has a small semi-circle of maize still standing within it.",6391.2,318.709,319.176,tt0286106,1005_Signs_00.05.18.709-00.05.19.176,00.05.18.709,00.05.19.176
1005_Signs,"A path leads from the side of the circle, splitting into two prongs.",6391.2,319.176,320.285,tt0286106,1005_Signs_00.05.19.176-00.05.20.285,00.05.19.176,00.05.20.285
1005_Signs,"A third crop circle has two straight lines at either side, and a circle of maize remaining in the center, with another path leading off from its side.",6391.2,320.285,323.58,tt0286106,1005_Signs_00.05.20.285-00.05.23.580,00.05.20.285,00.05.23.580
1005_Signs,"It splits into three larger prongs, the central one of which points towards a smaller circle.",6391.2,323.58,328.616,tt0286106,1005_Signs_00.05.23.580-00.05.28.616,00.05.23.580,00.05.28.616
1005_Signs,Graham is on the phone as Graham looks out of his window at the yard.,6391.2,341.382,345.187,tt0286106,1005_Signs_00.05.41.382-00.05.45.187,00.05.41.382,00.05.45.187
1005_Signs,Graham bows his head.,6391.2,372.318,376.34,tt0286106,1005_Signs_00.06.12.318-00.06.16.340,00.06.12.318,00.06.16.340
1005_Signs,Graham steps into the kitchen.,6391.2,377.24,378.472,tt0286106,1005_Signs_00.06.17.240-00.06.18.472,00.06.17.240,00.06.18.472
1005_Signs,One of the dogs lies on the floor near a puddle of liquid.,6391.2,378.472,379.973,tt0286106,1005_Signs_00.06.18.472-00.06.19.973,00.06.18.472,00.06.19.973
1005_Signs,Morgan and Bo lead the Alsatian into the backyard.,6391.2,389.332,392.067,tt0286106,1005_Signs_00.06.29.332-00.06.32.067,00.06.29.332,00.06.32.067
1005_Signs,Graham crosses the kitchen and pulls some paper towels off a roll.,6391.2,392.4,397.583,tt0286106,1005_Signs_00.06.32.400-00.06.37.583,00.06.32.400,00.06.37.583
1005_Signs,"Graham dabs at the urine, saturating the towels.",6391.2,398.852,402.978,tt0286106,1005_Signs_00.06.38.852-00.06.42.978,00.06.38.852,00.06.42.978
1005_Signs,"Then, stands and walks back across the kitchen.",6391.2,402.978,407.192,tt0286106,1005_Signs_00.06.42.978-00.06.47.192,00.06.42.978,00.06.47.192
1005_Signs,A dark haired woman in a police uniform leans casually in a doorway leading to the front hall.,6391.2,407.192,408.575,tt0286106,1005_Signs_00.06.47.192-00.06.48.575,00.06.47.192,00.06.48.575
1005_Signs,Carolyn sighs wearily and gazes at Graham,6391.2,438.05,441.47,tt0286106,1005_Signs_00.07.18.050-00.07.21.470,00.07.18.050,00.07.21.470
1005_Signs,"In the yard, Morgan is at  the smoking barbecue.",6391.2,444.477,444.761,tt0286106,1005_Signs_00.07.24.477-00.07.24.761,00.07.24.477,00.07.24.761
1005_Signs,Morgan sticks a fork in a chicken wing and turns it over.,6391.2,444.761,448.606,tt0286106,1005_Signs_00.07.24.761-00.07.28.606,00.07.24.761,00.07.28.606
1005_Signs,One of the Alsatians watches Morgan from the veranda.,6391.2,450.4,454.078,tt0286106,1005_Signs_00.07.30.400-00.07.34.078,00.07.30.400,00.07.34.078
1005_Signs,"The other one, Houdini, lies slumped in the yard with Bo kneeling in front of him.",6391.2,456.606,457.524,tt0286106,1005_Signs_00.07.36.606-00.07.37.524,00.07.36.606,00.07.37.524
1005_Signs,Morgan walks across to Bo as Bo drinks from a large glass of water.,6391.2,457.524,459.424,tt0286106,1005_Signs_00.07.37.524-00.07.39.424,00.07.37.524,00.07.39.424
1005_Signs,"Morgan kneels beside his sister, and drinks from the tall glass.",6391.2,459.426,466.265,tt0286106,1005_Signs_00.07.39.426-00.07.46.265,00.07.39.426,00.07.46.265
1005_Signs,Morgan gives her the glass.,6391.2,469.201,472.281,tt0286106,1005_Signs_00.07.49.201-00.07.52.281,00.07.49.201,00.07.52.281
1005_Signs,"Bo carefully pours the water into a metal dog bowl, and slides it across the grass to Houdini.",6391.2,476.991,491.237,tt0286106,1005_Signs_00.07.56.991-00.08.11.237,00.07.56.991,00.08.11.237
1005_Signs,The Alsatian suddenly jerks his head up towards Bo,6391.2,491.237,491.863,tt0286106,1005_Signs_00.08.11.237-00.08.11.863,00.08.11.237,00.08.11.863
1005_Signs,Bo jumps back in shock.,6391.2,491.863,492.546,tt0286106,1005_Signs_00.08.11.863-00.08.12.546,00.08.11.863,00.08.12.546
1005_Signs,And Morgan frowns.,6391.2,492.59,494.47,tt0286106,1005_Signs_00.08.12.590-00.08.14.470,00.08.12.590,00.08.14.470
1005_Signs,Bo stands.,6391.2,495.204,497.776,tt0286106,1005_Signs_00.08.15.204-00.08.17.776,00.08.15.204,00.08.17.776
1005_Signs,Houdini stands up and Bo freezes.,6391.2,503.68,505.72,tt0286106,1005_Signs_00.08.23.680-00.08.25.720,00.08.23.680,00.08.25.720
1005_Signs,The stalks all lie in the same direction.,6391.2,512.44,515.38,tt0286106,1005_Signs_00.08.32.440-00.08.35.380,00.08.32.440,00.08.35.380
1005_Signs,Graham shakes his head.,6391.2,520.684,522.004,tt0286106,1005_Signs_00.08.40.684-00.08.42.004,00.08.40.684,00.08.42.004
1005_Signs,Caroline looks across the field.,6391.2,531.94,533.83,tt0286106,1005_Signs_00.08.51.940-00.08.53.830,00.08.51.940,00.08.53.830
1005_Signs,Graham stares thoughtfully into space.,6391.2,565.66,567.327,tt0286106,1005_Signs_00.09.25.660-00.09.27.327,00.09.25.660,00.09.27.327
1005_Signs,Graham rises and slowly walks towards the edge of the circle.,6391.2,567.66,570.327,tt0286106,1005_Signs_00.09.27.660-00.09.30.327,00.09.27.660,00.09.30.327
1005_Signs,Caroline stands and watches him with a slightly puzzled expression.,6391.2,570.66,573.327,tt0286106,1005_Signs_00.09.30.660-00.09.33.327,00.09.30.660,00.09.33.327
1005_Signs,Graham gazes across the field.,6391.2,575.245,577.483,tt0286106,1005_Signs_00.09.35.245-00.09.37.483,00.09.35.245,00.09.37.483
1005_Signs,Graham and Caroline emerge through the tall green crop and look around anxiously.,6391.2,586.15,589.817,tt0286106,1005_Signs_00.09.46.150-00.09.49.817,00.09.46.150,00.09.49.817
1005_Signs,Graham spots something over to his left and strides briskly towards it with a concerned expression.,6391.2,590.15,594.817,tt0286106,1005_Signs_00.09.50.150-00.09.54.817,00.09.50.150,00.09.54.817
1005_Signs,Caroline follows him.,6391.2,595.15,595.817,tt0286106,1005_Signs_00.09.55.150-00.09.55.817,00.09.55.150,00.09.55.817
1005_Signs,And they break into a jog.,6391.2,596.15,597.195,tt0286106,1005_Signs_00.09.56.150-00.09.57.195,00.09.56.150,00.09.57.195
1005_Signs,"Houdini lies motionless on the ground near the climbing frame, with Morgan kneeling beside him.",6391.2,598.537,602.204,tt0286106,1005_Signs_00.09.58.537-00.10.02.204,00.09.58.537,00.10.02.204
1005_Signs,The barbecue fork sticks out of Houdini's throat.,6391.2,608.373,610.081,tt0286106,1005_Signs_00.10.08.373-00.10.10.081,00.10.08.373,00.10.10.081
1005_Signs,And Morgan holds an asthma inhaler as Morgan stares down at the dog.,6391.2,610.081,612.545,tt0286106,1005_Signs_00.10.10.081-00.10.12.545,00.10.10.081,00.10.12.545
1005_Signs,Morgan looks up at his father through puffy red eyes.,6391.2,613.511,615.812,tt0286106,1005_Signs_00.10.13.511-00.10.15.812,00.10.13.511,00.10.15.812
1005_Signs,"Bo sits up on a platform on the climbing frame, with her knees drawn tightly up to her chin.",6391.2,619.89,621.016,tt0286106,1005_Signs_00.10.19.890-00.10.21.016,00.10.19.890,00.10.21.016
1005_Signs,Bo wears blue sneakers and jeans under her pale flowery dress.,6391.2,621.016,623.765,tt0286106,1005_Signs_00.10.21.016-00.10.23.765,00.10.21.016,00.10.23.765
1005_Signs,Morgan looks back down and takes a puff of his inhaler.,6391.2,624.383,629.457,tt0286106,1005_Signs_00.10.24.383-00.10.29.457,00.10.24.383,00.10.29.457
1005_Signs,Graham stares at his son and crouches down beside Houdini.,6391.2,629.62,636.71,tt0286106,1005_Signs_00.10.29.620-00.10.36.710,00.10.29.620,00.10.36.710
1005_Signs,Morgan takes Graham hand and steps over Houdini.,6391.2,639.09,642.524,tt0286106,1005_Signs_00.10.39.090-00.10.42.524,00.10.39.090,00.10.42.524
1005_Signs,They gaze down at the dead dog.,6391.2,642.524,644.4,tt0286106,1005_Signs_00.10.42.524-00.10.44.400,00.10.42.524,00.10.44.400
1005_Signs,Graham puts his hand on Morgan shoulder.,6391.2,646.497,647.703,tt0286106,1005_Signs_00.10.46.497-00.10.47.703,00.10.46.497,00.10.47.703
1005_Signs,Morgan brushes it away and trudges off solemnly.,6391.2,647.703,650.364,tt0286106,1005_Signs_00.10.47.703-00.10.50.364,00.10.47.703,00.10.50.364
1005_Signs,Graham steps up to the climbing frame and looks searchingly at Bo,6391.2,652.7,655.173,tt0286106,1005_Signs_00.10.52.700-00.10.55.173,00.10.52.700,00.10.55.173
1005_Signs,"Bo remains in a tight ball, staring down at the ground.",6391.2,655.173,656.732,tt0286106,1005_Signs_00.10.55.173-00.10.56.732,00.10.55.173,00.10.56.732
1005_Signs,Graham gently lifts her off the platform and holds her against his shoulder.,6391.2,656.732,660.017,tt0286106,1005_Signs_00.10.56.732-00.11.00.017,00.10.56.732,00.11.00.017
1005_Signs,"Graham carries Bo back to the farmhouse as Merrill emerges, carrying a bowl and a bag of feed.",6391.2,660.017,668.179,tt0286106,1005_Signs_00.11.00.017-00.11.08.179,00.11.00.017,00.11.08.179
1005_Signs,Graham walks past him.,6391.2,670.473,673.217,tt0286106,1005_Signs_00.11.10.473-00.11.13.217,00.11.10.473,00.11.13.217
1005_Signs,Graham climbs onto the veranda and walks through the front door of the house.,6391.2,674.541,679.567,tt0286106,1005_Signs_00.11.14.541-00.11.19.567,00.11.14.541,00.11.19.567
1005_Signs,Merrill looks over to the climbing frame with a confused expression.,6391.2,679.9,681.616,tt0286106,1005_Signs_00.11.19.900-00.11.21.616,00.11.19.900,00.11.21.616
1005_Signs,Merrill is in his early 30s with short dark hair and a boyish face.,6391.2,681.616,682.203,tt0286106,1005_Signs_00.11.21.616-00.11.22.203,00.11.21.616,00.11.22.203
1005_Signs,"Merrill puts down the bag of feed and unties Isabel, the other Alsatian, from the veranda steps.",6391.2,682.203,686.884,tt0286106,1005_Signs_00.11.22.203-00.11.26.884,00.11.22.203,00.11.26.884
1005_Signs,Merrill leads her across the yard as Caroline pulls the barbecue fork from Houdini's throat.,6391.2,686.884,693.085,tt0286106,1005_Signs_00.11.26.884-00.11.33.085,00.11.26.884,00.11.33.085
1005_Signs,A wire wind chime in the shape of a beaming sun hangs on the veranda and swings mournfully in the soft breeze.,6391.2,697.799,703.779,tt0286106,1005_Signs_00.11.37.799-00.11.43.779,00.11.37.799,00.11.43.779
1005_Signs,That night the farmhouse stands in darkness beneath a black sky.,6391.2,705.794,709.461,tt0286106,1005_Signs_00.11.45.794-00.11.49.461,00.11.45.794,00.11.49.461
1005_Signs,Graham lies on his side in bed.,6391.2,718.099,718.299,tt0286106,1005_Signs_00.11.58.099-00.11.58.299,00.11.58.099,00.11.58.299
1005_Signs,His eyes suddenly open.,6391.2,718.299,719.486,tt0286106,1005_Signs_00.11.58.299-00.11.59.486,00.11.58.299,00.11.59.486
1005_Signs,Graham stares ahead.,6391.2,719.68,720.89,tt0286106,1005_Signs_00.11.59.680-00.12.00.890,00.11.59.680,00.12.00.890
1005_Signs,Bo gazes at him.,6391.2,727.37,729.59,tt0286106,1005_Signs_00.12.07.370-00.12.09.590,00.12.07.370,00.12.09.590
1005_Signs,"Graham pads across the landing to the children's bedroom, holding Bo by the hand.",6391.2,737.481,738.947,tt0286106,1005_Signs_00.12.17.481-00.12.18.947,00.12.17.481,00.12.18.947
1005_Signs,"They come to the open bedroom door and step into the darkened room, where Morgan lies half off his bed in an uncomfortable looking heap.",6391.2,739.28,746.06,tt0286106,1005_Signs_00.12.19.280-00.12.26.060,00.12.19.280,00.12.26.060
1005_Signs,Bo shuffles off to her bed as Graham gently lifts Morgan up and lies him on his back.,6391.2,747.42,754.774,tt0286106,1005_Signs_00.12.27.420-00.12.34.774,00.12.27.420,00.12.34.774
1005_Signs,Graham walks across the bedroom and sits beside Bo on her bed.,6391.2,757.83,761.497,tt0286106,1005_Signs_00.12.37.830-00.12.41.497,00.12.37.830,00.12.41.497
1005_Signs,Graham gazes at her and looks her up and down.,6391.2,761.83,766.159,tt0286106,1005_Signs_00.12.41.830-00.12.46.159,00.12.41.830,00.12.46.159
1005_Signs,Bo looks at him through wide bright eyes.,6391.2,769.835,772.6,tt0286106,1005_Signs_00.12.49.835-00.12.52.600,00.12.49.835,00.12.52.600
1005_Signs,A sadness falls across Graham face.,6391.2,777.082,779.165,tt0286106,1005_Signs_00.12.57.082-00.12.59.165,00.12.57.082,00.12.59.165
1005_Signs,"Graham looks at his daughter, then, glances over at the bedroom window.",6391.2,796.79,803.24,tt0286106,1005_Signs_00.13.16.790-00.13.23.240,00.13.16.790,00.13.23.240
1005_Signs,A shadowing figure stands by a chimney pot on the barn roof.,6391.2,803.24,804.717,tt0286106,1005_Signs_00.13.23.240-00.13.24.717,00.13.23.240,00.13.24.717
1005_Signs,Graham jumps to his feet.,6391.2,804.743,805.478,tt0286106,1005_Signs_00.13.24.743-00.13.25.478,00.13.24.743,00.13.25.478
1005_Signs,"Downstairs in the lounge, Merrill is asleep in an armchair.",6391.2,806.464,808.631,tt0286106,1005_Signs_00.13.26.464-00.13.28.631,00.13.26.464,00.13.28.631
1005_Signs,Graham touches his shoulder and Merrill wakes.,6391.2,808.788,811.927,tt0286106,1005_Signs_00.13.28.788-00.13.31.927,00.13.28.788,00.13.31.927
1005_Signs,Merrill looks up at his brother in confusion.,6391.2,811.927,813.903,tt0286106,1005_Signs_00.13.31.927-00.13.33.903,00.13.31.927,00.13.33.903
1005_Signs,Graham and Merrill are by the front door.,6391.2,819.215,820.388,tt0286106,1005_Signs_00.13.39.215-00.13.40.388,00.13.39.215,00.13.40.388
1005_Signs,Merrill opens the door.,6391.2,823.798,825.61,tt0286106,1005_Signs_00.13.43.798-00.13.45.610,00.13.43.798,00.13.45.610
1005_Signs,An outside light comes on.,6391.2,863.01,864.78,tt0286106,1005_Signs_00.14.23.010-00.14.24.780,00.14.23.010,00.14.24.780
1005_Signs,They rush out and split up.,6391.2,868.54,870.681,tt0286106,1005_Signs_00.14.28.540-00.14.30.681,00.14.28.540,00.14.30.681
1005_Signs,Merrill comes to the back of the house as a dust bin's tipped over up ahead.,6391.2,875.68,880.45,tt0286106,1005_Signs_00.14.35.680-00.14.40.450,00.14.35.680,00.14.40.450
1005_Signs,Graham runs along the side of the house.,6391.2,885.12,887.85,tt0286106,1005_Signs_00.14.45.120-00.14.47.850,00.14.45.120,00.14.47.850
1005_Signs,The brothers meet up again at the front of the house.,6391.2,889.64,891.307,tt0286106,1005_Signs_00.14.49.640-00.14.51.307,00.14.49.640,00.14.51.307
1005_Signs,They stop and look around breathlessly.,6391.2,891.64,894.28,tt0286106,1005_Signs_00.14.51.640-00.14.54.280,00.14.51.640,00.14.54.280
1005_Signs,A sound on the roof of the house attracts their attention.,6391.2,899.21,902.76,tt0286106,1005_Signs_00.14.59.210-00.15.02.760,00.14.59.210,00.15.02.760
1005_Signs,"Merrill keeps his gaze fixed firmly on the farmhouse roof as Merrill paces backwards down the gloomy yard, and tries to get a better view.",6391.2,904.68,912.612,tt0286106,1005_Signs_00.15.04.680-00.15.12.612,00.15.04.680,00.15.12.612
1005_Signs,Merrill walks tensely back to Graham,6391.2,912.612,918.817,tt0286106,1005_Signs_00.15.12.612-00.15.18.817,00.15.12.612,00.15.18.817
1005_Signs,Merrill and Graham turn and look behind them as something brushes past the swing.,6391.2,923.23,928.234,tt0286106,1005_Signs_00.15.23.230-00.15.28.234,00.15.23.230,00.15.28.234
1005_Signs,"There's an urgent rustling in the maize stalks beyond the swing, which gradually dies away.",6391.2,928.84,934.507,tt0286106,1005_Signs_00.15.28.840-00.15.34.507,00.15.28.840,00.15.34.507
1005_Signs,"Next morning, Caroline sits in the dining room with Morgan who's holding her walkie talkie.",6391.2,937.338,942.848,tt0286106,1005_Signs_00.15.37.338-00.15.42.848,00.15.37.338,00.15.42.848
1005_Signs,Morgan nods.,6391.2,942.848,943.706,tt0286106,1005_Signs_00.15.42.848-00.15.43.706,00.15.42.848,00.15.43.706
1005_Signs,Caroline smiles warmly and nods back.,6391.2,943.706,944.827,tt0286106,1005_Signs_00.15.43.706-00.15.44.827,00.15.43.706,00.15.44.827
1005_Signs,Caroline grins.,6391.2,964.65,966.977,tt0286106,1005_Signs_00.16.04.650-00.16.06.977,00.16.04.650,00.16.06.977
1005_Signs,"Bo sits in the adjoining lounge, watching cartoons.",6391.2,967.895,968.98,tt0286106,1005_Signs_00.16.07.895-00.16.08.980,00.16.07.895,00.16.08.980
1005_Signs,Graham walks over.,6391.2,968.98,970.047,tt0286106,1005_Signs_00.16.08.980-00.16.10.047,00.16.08.980,00.16.10.047
1005_Signs,Bo does so.,6391.2,973.65,975.317,tt0286106,1005_Signs_00.16.13.650-00.16.15.317,00.16.13.650,00.16.15.317
1005_Signs,There are three glasses of water on the TV set.,6391.2,975.65,977.743,tt0286106,1005_Signs_00.16.15.650-00.16.17.743,00.16.15.650,00.16.17.743
1005_Signs,Caroline looks across at Merrill who sits at the other end of the long dining room table.,6391.2,996.693,1001.568,tt0286106,1005_Signs_00.16.36.693-00.16.41.568,00.16.36.693,00.16.41.568
1005_Signs,Merrill rests his head on his hand and looks up at her.,6391.2,1001.568,1003.44,tt0286106,1005_Signs_00.16.41.568-00.16.43.440,00.16.41.568,00.16.43.440
1005_Signs,Merrill grins at Caroline and absently rubs his finger on the table top.,6391.2,1010.43,1014.31,tt0286106,1005_Signs_00.16.50.430-00.16.54.310,00.16.50.430,00.16.54.310
1005_Signs,Caroline shrugs.,6391.2,1019.15,1021.037,tt0286106,1005_Signs_00.16.59.150-00.17.01.037,00.16.59.150,00.17.01.037
1005_Signs,Caroline glances at Morgan who's studying her walkie talkie.,6391.2,1025.42,1028.785,tt0286106,1005_Signs_00.17.05.420-00.17.08.785,00.17.05.420,00.17.08.785
1005_Signs,Caroline looks back at Merrill,6391.2,1028.785,1030.549,tt0286106,1005_Signs_00.17.08.785-00.17.10.549,00.17.08.785,00.17.10.549
1005_Signs,Graham walks across the lounge and spots three glasses of water on a small table.,6391.2,1031.91,1035.577,tt0286106,1005_Signs_00.17.11.910-00.17.15.577,00.17.11.910,00.17.15.577
1005_Signs,Graham leans over and picks them up.,6391.2,1035.91,1039.766,tt0286106,1005_Signs_00.17.15.910-00.17.19.766,00.17.15.910,00.17.19.766
1005_Signs,Graham stands upright and sees some more glasses of water on a nearby cabinet.,6391.2,1040.63,1044.297,tt0286106,1005_Signs_00.17.20.630-00.17.24.297,00.17.20.630,00.17.24.297
1005_Signs,Graham puts the three glasses back down and walks into the dining room.,6391.2,1044.63,1049.49,tt0286106,1005_Signs_00.17.24.630-00.17.29.490,00.17.24.630,00.17.29.490
1005_Signs,Graham sits at the table by Merrill,6391.2,1049.49,1052.119,tt0286106,1005_Signs_00.17.29.490-00.17.32.119,00.17.29.490,00.17.32.119
1005_Signs,Caroline checks her notebook.,6391.2,1052.819,1056.29,tt0286106,1005_Signs_00.17.32.819-00.17.36.290,00.17.32.819,00.17.36.290
1005_Signs,Caroline gives them a patronizing look.,6391.2,1060.87,1063.053,tt0286106,1005_Signs_00.17.40.870-00.17.43.053,00.17.40.870,00.17.43.053
1005_Signs,Graham looks tense and awkward.,6391.2,1067.16,1069.257,tt0286106,1005_Signs_00.17.47.160-00.17.49.257,00.17.47.160,00.17.49.257
1005_Signs,Caroline nods.,6391.2,1075.545,1077.243,tt0286106,1005_Signs_00.17.55.545-00.17.57.243,00.17.55.545,00.17.57.243
1005_Signs,"Graham shrugs, and looks uncertainly at Merrill",6391.2,1081.164,1083.205,tt0286106,1005_Signs_00.18.01.164-00.18.03.205,00.18.01.164,00.18.03.205
1005_Signs,Graham blows out his cheeks.,6391.2,1087.6,1089.038,tt0286106,1005_Signs_00.18.07.600-00.18.09.038,00.18.07.600,00.18.09.038
1005_Signs,And Merrill looks at the ceiling.,6391.2,1089.038,1090.593,tt0286106,1005_Signs_00.18.09.038-00.18.10.593,00.18.09.038,00.18.10.593
1005_Signs,Merrill holds up his hands and turns away in frustration.,6391.2,1118.8,1121.96,tt0286106,1005_Signs_00.18.38.800-00.18.41.960,00.18.38.800,00.18.41.960
1005_Signs,Bo comes into the dining room and taps Graham on the arm.,6391.2,1154.724,1157.083,tt0286106,1005_Signs_00.19.14.724-00.19.17.083,00.19.14.724,00.19.17.083
1005_Signs,Bo leaves.,6391.2,1160.86,1162.67,tt0286106,1005_Signs_00.19.20.860-00.19.22.670,00.19.20.860,00.19.22.670
1005_Signs,Merrill shifts awkwardly.,6391.2,1177.192,1179.279,tt0286106,1005_Signs_00.19.37.192-00.19.39.279,00.19.37.192,00.19.39.279
1005_Signs,Graham considers for a moment.,6391.2,1190.547,1193.348,tt0286106,1005_Signs_00.19.50.547-00.19.53.348,00.19.50.547,00.19.53.348
1005_Signs,Bo comes back.,6391.2,1212.604,1213.735,tt0286106,1005_Signs_00.20.12.604-00.20.13.735,00.20.12.604,00.20.13.735
1005_Signs,Caroline looks up.,6391.2,1225.74,1227.406,tt0286106,1005_Signs_00.20.25.740-00.20.27.406,00.20.25.740,00.20.27.406
